"post"|"label"|"label_100k"|"label_600k"|"label_50k_best"
"842"|"Lawfare sanchista, y contraataque moncloaca, por las noticias sobre la ma fia de Ferraz."|0|1|0|"1"
"843"|"Pretendían erradicar la prensa como contrapoder, y gracias a medios y periodistas valientes todo va saliendo a la luz. Qué gentuza se nos ha colado en el poder, no se merecen que nadie los vote nunca más hasta que expulsen al One y sus rastreros acólitos. Venga, ahora que salgan la tropa de bots de Ferraz a insultar y difamar a la oposición."|0|1|1|"1"
"844"|"A cualquier plebeyo se le escapa datos de alguien y le empapela protección de datos, a los patricios no,aunque digan cuantas veces estaba tu cuenta en rojo, o ... cualquier sabe, los brazos del poder son alargados, sobre todo de este poder"|0|1|0|"1"
"845"|"Adele, se que a ti te da igual que te dejen con el culo al aire con todas las gilitonterías que dices. Lo sé, pero que sepas que lo sabemos. Tu rollo no cuela. Y si crees que por poner comentarios chungos por aquí vas a salvar al chulángano, es que eres mas corta de lo que muestras. Te espero en las urnas, que si es verdad lo que dicen que el Psoe arrasa, las sacarán cuanto antes. O no?"|0|1|0|"1"
"846"|"7291 PA LANTE"|0|0|0|"1"
"847"|"@JeanMoulin #224 Cerrar @ Httph # 204 Y para qué quieren una selección vasca de pelota vasca si en la selección española de pelota vasca ya son todos vascos?.... Van a jugar vascos contra vascos. No te parece absurdo?.... NO ES PELOTA VASCA, ES PELOTA... un deporte que ya se jugaba en el Reino de Castilla antes de que algunos a la boina la llamasen chapela. En el año 1500, el Rey Felipe el Hermoso, fallecio en Burgos despues de jugar un partido de pelota..."|0|1|0|"1"
"848"|"@ADELE_ #442 Cerrar @ skovde1 # 412 Claro, que me ignoren como haces tú, no? Cuando digo que los de Vox son descerebrados por algo lo digo. Así les va. Que sí señora que sí, descanse un rato. Debería avergonzarle defender a este cartel. Por muy de izquierda que sea usted, no tiene nada de izquierda lo que están haciendo o piensa usted que sí?? esto es política de izquierdas?? y no venga con que el PP más."|0|1|1|"1"
"849"|"Menuda banda todos en el PSOE sanchista Hasta las mujeres .?. Esta señora, es la que le montó un pollo a una periodista, y la acusaba de haberla engañado. Pero.... Resultó que la periodista lo grabó todo, y quedó como lo que son, gente sin escrúpulos capaces de todo."|0|1|1|"1"
"850"|"@ADELE_ #465 Cerrar @ PepinilloAgridulce # 461 Y también hay que decir que su novia mintió con mucha gracia para encubrirlo. que yo sepa hablamos de un tema fiscal, como el que afecta a millones de españoles, y no un tema de robo de dinero público como hace su jefe..."|0|1|0|"1"
"851"|"Bien hecho...Esta claro que con esos plazos socialistas solo se busca la impunidad judicial."|0|0|0|"1"
"852"|"@WILLY_NILLY #525 Cerrar @ Rakataplan # 384... El golpe lo pegó hace 6 años Pedro Maduro Sánchez... ya verás lo que es un golpe, por corto de vista. Lo que viene de la extrema derecha hará que todos estos perroflautas que la apoyan con su postura ignorante y arribista lloren echando de menos al 'dictador' de hoy. Estoy seguro que llegará, pero..anda, a mi no me tocará. Igual hasta me viene bien pagar menos impuestos a corto plazo."|1|1|0|"1"
"853"|"@carlosusa #215 Cerrar Mucho totalitario socialista/ comunista por los foros y tertulias justificando a esta organización mafiosa que escándalo tras escándalo le da igual todo porque gentuza como vosotros aplaudís con una ignorancia tan grande que abarca todos los campos del saber. Una sugerencia, el que su trabajo se lo permita que se vaya de España , cuanto antes mejor . Son los 800 asesores que pagamos usted y yo."|1|1|1|"1"
"854"|"@Fakejo #383 Cerrar @ Pato # 5 Eso es...esto ha sido rápido porque está demostrado la posibilidad del delito...en cambio el Juez Peinado podrá juzgar a la mujer de Sánchez?? Lleva casi un año y aún no ha reunido las suficientes pruebas??? O es un inútil o no tiene sustancia legal para juzgarla...ustedes mismos Rapido?? ja ja ja, la investigacion de hacienda llevara años. Para llamar inutil antes hay que saber de qué se habla. Si no queda una como un verdadero inutil"|0|1|1|"1"
"855"|"O no entiendo lo que escribe este diario o mienten aparatosamente , los periodistas han declarado que ellos tenían la información 31 horas antes de publicarse y no lo contrario que dice este panfleto ."|0|1|1|"1"
"856"|"@Fakejo #426 Cerrar Vosotros seguís con la matraca ...mientras el número 2 de Interior del PP está en prisión..jajajajaja..brutal A estos les da igual ocho que ochenta. No ves que en Valencia ahogaron a 228 personas y siguen aplaudiendo al PP? No hay nada que hacer."|0|1|1|"1"
"857"|"Shhhhh! No filtréis esto que viene el Supremo: Cospedal a Villarejo: <>"|0|1|0|"1"
"858"|"La UCO es la que afirmó que el hermano de Sánchez tenía 2 millones de euros? Pues , fiabilidad, lo que se dice fiabilidad...pues poca."|0|0|0|"1"
"859"|"@Tomasone #16 Cerrar A ver rogelios, si vosotros sois unos pobres diablos que no tenéis acciones. Me puedo reír yo, que si las tengo. Es que encima se alegran de que ganemos dinero. Jajajaja."|0|1|0|"1"
"860"|"Qué fácil tendrá Joaquín Reyes hacer su imitación."|0|0|1|"1"
"861"|"Por supuesto que Sánchez tendría que dimitir (por ética, imagen) si condenaran a su mujer aunque Sánchez no supiera lo que ella hacía. Y Ayuso también ha de dimitir si condenaran a su pareja"|0|0|0|"1"
"862"|"Sé fuerte Álvaro."|0|1|0|"1"
"863"|"@jinetes123 #431 Cerrar Este si que va pa'lante Qué insinúa usted, que lo de Begoña no va pa'lante? Es usted rojo?"|0|1|1|"1"
"864"|"@pagafiestas #188 Cerrar @ ADELE_ # 147 Parética su retórica de telenovela venezolana. No se cansa de hacer el ridículo, borrega sanchista. Parética. Usted nunca estudió, ¿verdad? Ah que vota a Vox, olvídelo."|1|1|0|"1"
"865"|"@toni22 #194 Cerrar Qué hace un fiscal general IMPUTADO todavía en el cargo??? Esto sería inexplicable si no sabes que el presidente del gobierno es Sánchez. Ahí cualquier cosa es posible, pactar con independentistas, con etarras, tener el fiscal general imputado, su mujer, su hermano, su tesis falsa, etc etc etc. Y luego, encima, los izquierdosos estos dándoselas de superioridad ética y moral, ya para colmo!! ¿Y qué hace todavía en el cargo la que vive en un piso comprado con dinero defraudado a Hacienda? Pues tocarse el toto."|0|1|1|"1"
"866"|"@pagafiestas #181 Cerrar @ MenosLamentoyMasAccion # 151 Falso. No sabeis ni leer los borregos SANCHISTAS. Sabéis lleva tilde. Ah que votas a Vox, pues entonces está muy bien, sigue así."|1|1|0|"1"
"867"|"Lo importante es el pan nuestro(suyo).. Lo cobraba ayer, lo sigue cobrando hoy, y quiere como todos seguir cobrando."|0|1|1|"1"
"868"|"Estos pseudoperiodistas, tienen menos credibilidad, que el panfleto donde trabajan."|0|1|1|"1"
"869"|"@Mandalino #3 Cerrar Como es posible que el ente público emita esto. Siento vergüenza de que ese bodrio y personajes nos represente como español típico. No me extraña que los catalanes digan que no son españoles. Bueno, es que, realmente no lo son; por suerte para los españoles, claro."|1|1|1|"1"
"870"|"@pispas #221 Cerrar @ N0RL # 176 El juez Peinado no ha dicho eso, más bien lo contrario, hay material para investigar, pero se queda con una pieza del procedimiento, la AN no permite todo. Tu tranquilo, todo saldrá. Y acuérdate, dime con quién vas y te diré quien eres... Sánchez o termina como Craxi o termina entre rejas. Si se larga quiero ver cuantos secuaces deja tirados PPeinado ha tenido que dejar de tirar de una de las puntas del chicle porque le Audiencia le ha ordenado por tercera vez que lo deje. Pronto verás que tiene que soltar todo el chicle porque no hay nada por ningún lado. Dejará a, la justicia por los suelos, pero igual tiene a su hija de candidata al senado por el PP"|0|1|1|"1"
"871"|"@mercurio1 #358 Cerrar Esto es normal en los partidos;si hay rotura de cañerías se llama a un fontanero,acaso el PP no tiene fontaneros?,sin duda que si,y algunos con condenas judiciales pues si los del PP tienen condenas judiciales tal vez ahora toque a éstos pasar por el banquillo ..."|0|1|0|"1"
"872"|"@Elandaluzindignado #53 Cerrar Últimamente a los bots rojillos os tienen trabajando a tope, votando negativo a cualquiera que critique a la PSOE. Claro, es que la gente trabaja. No como los andaluces, que están todo el día durmiendo la siesta."|1|1|0|"1"
"873"|"Todo el dinero pagado a progresistas y a sus amigos y familiares está bien pagado Ni un progresista sin un gran sueldo!!! El dinero de todos para progresistas y sus familiares y amigos !!! Ser progresista tiene que tener su premio!!!"|0|1|1|"1"
"874"|"Parece de un capítulo de  la que se avecina"|0|1|0|"1"
"875"|"Españezuela, Expanya... Llámale X"|0|0|1|"0"
"876"|"Alsina se fundió a IDA, la dejó hacer de ella misma..."|0|0|0|"1"
"877"|"Sánchez no tiene un euro ha gastado más de lo que puede .Miente descaradamente no tiene un euro ni siquiera para infraestructuras, veases sinó el desastre que hay en todas partes cuando no se para un tren de cercanías descarrila un AVE . Solo tiene dinero para repartírselo él y sus acólitos, mientras los españoles estamos atufados de impuestos. El caos que va a dejar en la economía Sánchez y que se lo va a tener que tragar y arreglar el siguiente gobierno que salga de las urnas va a ser terrorífico. Como siempre los socialistas derrochan el dinero público en beneficio de ellos mismos. Y luego tiene que venir otro partido que se traga el desastre económico. Cuando Inglaterra ha encargado seis submarinos nucleares porque dice que estamos en el momento más peligroso después de la Guerra Fría, Sánchez se va a inaugurar a Melilla un hospital que no tiene ni quirófanos ni UCI, esa es la gestión de Sánchez promesas pero nada de nada, engañar a los españoles si, eficacia ninguna."|0|1|0|"1"
"878"|"@Mugarri #31 Cerrar Y como siempre, la TV publica española, que la pagamos todos, no retransmite los partidos de pelota, ni las regatas de traineras.... lo retransmitían por la 2 . Ahora ,como el dinero es poco... ,y se ha administrado bien .... pues no hay tv. Tiene preferencia sus bocas ,sus cervezas, las p... y sus fincas en Bolivia"|0|1|1|"1"
"879"|"Jajaja, los fachapobres van a una manifestación porque mediante el voto no logran un gobierno de PP. No se dan cuenta de que esta ley electoral, que beneficia los regionalismos, sólo puede cambiarse si PP-PSOE quieren."|0|1|1|"1"
"880"|"@ADELE_ #25 Cerrar De fondo sonaba el nuevo himno del PP: Mazoni alegre ahogadooor, laaa bellezaaa de la mueeeerte. Lágrimas de emoción, aplausos. la pastilla que ya estás teniendo alucinaciones y es demasiado pronto para empezar así."|0|0|0|"0"
"881"|"A este circo al que asistimos se le llama progresismo ."|0|0|0|"1"
"882"|"Claramente pactado. Si no de qué iba a suponer que puede volver a ser militante de esa mafia. Dirigentes burdos, militantes zafios, votantes estúpidos, el resumen de esa banda"|0|1|0|"1"
"883"|"@Pedro_Balboa #312 Cerrar @ Segistobre # 305 Registraron ante notario que conocían un chascarrillo. El delito es hacer públicos y difundir los documentos sujeto de chascarrillo Usted sabe a ciencia cierta que ha sido el FG el que filtró el documento o es un chascarrillo que alguien le ha susurrado al oído?"|0|1|0|"1"
"884"|"serian más de 80 , se olvidan de los tios,y primos"|0|1|0|"0"
"885"|"@Segistobre #53 Cerrar Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE. efectivamente, es así desde inicio el caso. Pero son tan inteligentes que les lleva un año de investigación darse cuenta."|0|0|0|"1"
"886"|"@JLlamazares #43 Cerrar Feijoo, no te enteras ni del nodo. Una oposición de pandereta. Si está tan mal, ten lo que tengas que tener (mazonazo) y convoca una moción de censura. Si no lo haces porque la piensas perder, será por algo, habrá una representación de españoles que no la apoyan, y recurres a llorar, a la pataleta y a querer lograr el gobierno en la calle, no en la política. Ah, que tú no gobiernas porque no quieres... Una moción de censura como las dos que convocó Vox, que no sirvieron para nada? O una distinta?"|0|1|0|"1"
"887"|"@YoOpinoAsi #8 Cerrar Que lo saquen de las pensiones. Los jóvenes no trabajan para mantener a todos estos, que encima tienen pisos que los alquilan a precios de oro, mientras los jovenes sin pisos y obligados a vivir afinados. que no lo saquen de ningún lado, que no tenemos por qué hacerle el juego a Trump. Y las pensiones se las merecen los pensionistas porque ellos ya cotizaron. Y pisos tendrá el jubilado que tenga, uno, tal vez dos o una casa en el pueblo... El problema del alquiler no es un jubilado que tiene dos pisos sino un grsn tenedor que tiene 20. Y la concentración de la gente en las capitales porque en pueblos y pequeñas ciudades hay vivienda asequible."|0|1|1|"1"
"888"|"Las únicas declaraciones de Leire respondiendo a preguntas incisivas se las ha dado al periodista Vito Quiles y publicadas en Twitter X. Es sorprendente que Ningún medio recoja la jugosa información. Porque la rueda de prensa ha sido pactada con los periodistas, el PSOE y el Pp para no decir Nada."|0|0|0|"1"
"889"|"dejan entrar aquí montones de comentarios de un mismo nikc, la mayoría sin tener que ver con lo que se está tratando,. Tratan de cargarse este foro . Yo no discuto con semejantes ridículos y groseros estafermos."|0|1|1|"1"
"890"|"@Sociolisto #194 Cerrar Ya no se sabe que es verdad ni que es mentira con la UCO, todos los dias sale un nuevo informe, con ataques directos al PSOE, nada que toque al PP ni Vox, esta identidad esta perdiendo toda credibilidad, si todo lo que ha sacado fuera cierto, el 90% de los militantes del PSOE estarian ya en prision, pero no es el caso, asi que tengo mis dudas de la veracidad y procedencia de la informacion caotica y errada de la UCO, siento decirles que les estan tomando el pelo, Sanchez esta sereno, seguro de si mismo, confiado y trabajando por el futuro de España, le resbala lo que diga la UCO, por algo sera, no creen ustedes? Esos son los argumentos que tiene, para tratar de convencer a los pocas personas que aún se creen a estos corruptos,? Y la mayoría no estarían en la cárcel como dice usted, de eso se ha encargado el Constitucional,de anular todas las condenas del Supremo."|0|1|0|"1"
"891"|"@QueAscodeTipo #74 Cerrar Mientras que la situación de la pobreza infantil ha empeorado para España, puesto que hace poco más de un año, Rumanía y Bulgaria eran los líderes indiscutibles de este indicador, hoy España le ha 'robado' la segunda plaza a Rumanía según el reciente informe de Eurostat. Entre tanto estas malas personas de Moncloa no dejan de despilfarrar en tropelías y correrías los impuestos que recaudan a los españoles y que tanto esfuerzo cuesta ganar No olvidemos que España también ha robado la primera plaza en desempleo a Grecia....Los cohetes son así de progresistas para la izquierda."|0|1|1|"1"
"892"|"Madre de Dios, no me lo puedo creer, toda la secta del PSOE copando los comentarios en defensa del psicópata, alucinante!!"|1|1|1|"1"
"893"|"Menos mal que ha estado Aldama para animar el cotarro, jaja. Y además diciendo verdades como templos de grandes, le ha dicho mentirosa, sinvergüenza y que le ha amenazado de muerte, efectivamente, a él y a Balas. La Rosa Nostra es más criminal que ninguna banda de las existentes en Italia o EEUU."|0|1|1|"1"
"894"|"Y lo peor es que transferimos € 5.000 millones al año al país vasco"|0|1|0|"1"
"895"|"@N0RL #252 Cerrar El Ibex 35 apunta a su mejor mes de mayo de toda la historia. El índice nacional sube cerca del 7% a falta de cerrar la sesión de este viernes con los bancos disparados. Diez comentarios tiene esta noticia. Efectivamente, y hasta hace poco decíais que los ultra ricos especuladores ganan mientras la gente de la calle cada vez es más pobre, por algún milagro ahora veis una medalla para el gobierno porque el IBEX sube ¿Por qué de pronto eso os alegra tanto?"|0|1|0|"1"
"896"|"Seguro que estos vascongados trampean con D. Pedro I el Cruel para amañar los resultados... Sería lo suyo!!"|0|1|0|"1"
"897"|"Qué cantidad de palabras en inglés. Es ilegible y no entendible para los que no sabemos dicho idioma. A ver si se enteran de que, me parece a mí, están escribiendo para lectores de habla española."|0|1|0|"1"
"898"|"@Quetevotetxapapote #151 Cerrar Al igual que no existe una selección absoluta del Reino Unido oficialmente reconocida, puesto que sus cuatro países constitutivos cuentan con federaciones y selecciones propias (Escocia, Gales, Inglaterra e Irlanda del Norte), que compiten por separado en los campeonatos internacionales organizados por la FIFA y la UEFA, a mi me parecería bien que en el Reino de España también existieran las cuatro selecciones de las Nacionalidades Históricas. Eso no va a pasar con la perspectiva jacobina de muchos."|0|1|0|"1"
"899"|"@javil #184 Cerrar  La selección de pelota de Euskadi celebra que se enfrentará a España por primera vez el 4 de junio gracias a Sánchez FALSO. Lo que se celebra es competir internacionalmente. Espero ir a ver algunos partidos y si me coincide ver el enfrentamiento entre Euskadi y España, preferiré que gane Euskadi, pero aplaudiré los tantos bonitos de cualquier equipo, como siempre he hecho en pelota Eso les da igual, hay que minimizar el nombre y que la selección sea UNA, como siempre. El que discrepe es enemigo de España."|0|1|0|"1"
"900"|"@MenosLamentoyMasAccion #274 Cerrar @ Zark_7 # 256 anda tontolabas Ya que no sabes que Madrid en pandemia, tuvo el más alto índice de mortalidad de toda Europa, y son datos de investigación Europeos y no de España. España, 150.000 muertos gracias a la inoperancia de Sánchez. Solamente tendremos tres o cuatro casos..."|0|0|0|"0"
"901"|"@duncan_idaho #382 Cerrar Ésta es la misma de la falsa acusación contra Nacho Cano. Qué bonito ver a Duncan arrastrándose para defender a un defraudador fiscal. Si pusiese el mismo esfuerzo en el trabajo... pero no trabaja."|0|0|0|"1"
"902"|"@Jansiolo #38 Cerrar La cara es el espejo del superamacismo del régimen Sanchista, una transición que la humanidad ya vivió hace 100 años por otro sátrapa llamado Benito, el cual la describió como el cambio del modelo Socialista Internacional al Socialismo Nacional y que publicó en un libro junto con Giovanni Gentile y que se titula La Dottrina del Fascismo. Espero que terminen igual."|0|1|0|"1"
"903"|"Sánchez vino a degenerar España, a exprimirla para él y su mujer, su hermano, su fiel amigo Ábalos y todos los chupópteros del gobierno."|1|0|1|"1"
"904"|"El Pais hace mucho tiempo que no vale ni para envolver el bokata de sardinas. Si te tragas los titulares pegados al bokata te puedes pillar el anisakis."|0|1|0|"1"
"905"|"Psoe y la extrema izquierda violenta y antidemocratica de Sumar reconocen que NO les importan los estudiantes con buenas notas y pocos recursos porque EL GOBIERNO no paga lo que VALE tener abiertas las universidades publicas porque NO transfieren el dinero necesario. La comunidades autonomas GESTIONAN servicios publicos y DEBE transferir el dinero que CUESTAN estos servicios, eso No solo incluye universidades sino SANIDAD y sin ese dinero los servicios publicos NO funcionan porque los impuestos propios autonomicos NO dan para TODO"|1|1|1|"1"
"906"|"@Pedro_Balboa #260 Cerrar @ espantajo # 243 Te pongo un ejemplo. Una menor se graba manteniendo relaciones sexuales con su novio, éste se lo envía a un amigo, y éste amigo se lo muestra a toda su clase de la escuela (sn enviar el contenido). Entonces el que ha mostrado el video a su clase, dice que él no es el primero que tuvo el video, pero por no delatar a aquel, borra todos sus dispositivos imposibilitando rastrear el original. Lo mandan a juicio, y sus compañeros de escuela van al juez diciendo que si bien él les mostró el video, resulta que alguien antes les había hablado del contenido de ese video: la chica del video le comentó a sus amigas que estaba preocupada porque se había grabado con el novio y ahora temía que se supiera, y las amigas cuchichearon sobre la existencia de ese video). ¿Crees que un juez normal eximiría de delito al que lo ha mostrado? En todo caso el que lo ha mostrado es un culpable más de una cadena, de la que no se conoce el inicio. Demasiado difícil de entender para un rojo. Dale cuatro o cinco horas para que lo pille, y después para que salga corriendo."|0|1|0|"1"
"907"|"Es posible que haya que demoler las últimas rémoras del franquismo por amenaza de derrumbe, por ejemplo el TS, carcomido hasta el tuétano."|0|1|1|"1"
"908"|"España? contra una autonomía? y gracias a Pedro Sánchez, es que el País Vasco ya no es español , porque si es así yo no lo sabía. Pues tendremos que dejarnos ganar, porqué no sabemos que nos puede pasar................"|0|1|0|"1"
"909"|"Aunque estoy en las antípodas políticas de Felipe, debo respetar el hecho de ser alguien que sin pasión ha puesto (por fin en Espaia) los hechos sobre la mesa. Es un análisis de alguien que de verdad ha leído y estudiado el proceso y que no dice mentiras pagadas por regímenes oscuros. si hubiera mas políticos socialistas como Felipe, volveríamos a una sana discusión con alto nivel y no estaríamos en el actual quien la tiene mas larga"|0|1|0|"1"
"910"|"Como esta la mafia!!!"|0|1|1|"1"
"911"|"@andoni1988 #375 Cerrar @ ADELE_ # 349 manso es un bulo el mismo............. Tan manso que hasta le deja publicar a usted."|0|1|0|"1"
"912"|"@MenosLamentoyMasAccion #151 Cerrar @ BELASTEGI # 146 efectivamente, ratificado y aportado pruebas fehacientes. Falso. No sabeis ni leer los borregos SANCHISTAS."|1|0|0|"1"
"913"|"@No_voto_a_nadie #217 Cerrar Si Hurtado hubiera decidido no procesar al fiscal general, estaría reconociendo que su instrucción ha sido una chapuza desde el primer momento. No le quedaba más remedio que procesarle para no hacer el ridículo. Por su parte, García Ortiz puede estar bien tranquilo, saldrá absuelto. y si sale condenado, el TC obligará a que le perdonen. Este FGE reveló secretos, edo es delito. El que está tranquilo es González Amador, aunque le condenen, tiene la causa ganada en el TJUE porque el FGE reveló secretos."|0|1|0|"1"
"914"|"@Fegoms #65 Cerrar No todos tienen el mismo concepto de España. Aquí hay secesionistas, pero también federalistas o incluso confederalistas. Todo tan respetable como los que creen en aquella definición falangista, pelín cursi, de la Unidad de destino en lo universal. En fin, ni durante la gloriosa época de nuestro ínclito Caudillo hubo tal unidad. Hoy, el País Vasco es 95% independiente y la presencia del estado es tan anecdótica e invisible que allí la mayoría de la gente ya ni quiere la independencia total y formal, que solo apoya el 19% de la población, según publicó este mismo diario el pasado 26-nov. No está mal así, después de tanta tragedia, pero quien quiera pelearse por la conciliación de los saldos contables que empiece cuando le de la gana. Lo que quieren es seguir vendiéndonos sus productos y aprovecharse de los españoles. FUERA vascos sangrientos de España."|0|1|0|"1"
"915"|"Ya era hora! Tanto alargar lo que cualquiera hubiera tenido que enfrentar rápidamente valiéndose de la malversación de recursos públicos y del altavoz de su novia de la cam quien se beneficia de lo adquirido con el fraude."|0|1|1|"1"
"916"|"@N0RL #73 Cerrar @ CROSSRN # 57 claro que no, yo estoy desenado que las saque. Pero no hay manera. Ya ha sacado, pero le parece poco, pues según dice Aldama tiene más."|0|1|0|"1"
"917"|"Mafiosos contra mafiosos, todos con el lema: ¡Y tu más! Y los borregos pensando: estos son los buenos, aquellos son los malos. País de pandereta!!!"|0|1|1|"1"
"918"|"Ista, ista, ista... La España Socialista"|0|1|0|"1"
"919"|"Bien por Geert, es que no puede haber coalision con ningun partido corrupto que supuestamente se califica a si mismo como supuesta derecha, miestras pacta con politicas de inmigracion progre marxistas. Esto es como si Vox pactara con el PP solo por hacerle contrapeso a Sanchez, eso seria corromperse como ellos."|0|1|1|"1"
"920"|"Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto Al final la que va ir palante es la fiscal que acusó al FG"|0|0|0|"0"
"921"|"Que partido más interesante... Lo van a ver ellos y sus familiares"|0|1|1|"1"
"922"|"Por aclarar el asunto. Simplemente se está aplicando la prometida reducción de jornada de nuestra querida ministra Yolanda Díaz. Por supuesto, el salario lo cobrarán íntegro. Saludos, camaradas."|0|0|0|"0"
"923"|"@ADELE_ #484 Cerrar @ El_futuro_ya_paso # 478 No hace falta que teclee, use el cencerro que lleva al cuello. Tú tranquila, chica, que un día de estos te da un patatús. Que a nosotros de ti nos gustan hasta los andares"|0|1|0|"1"
"924"|"@espantajo #84 Cerrar @ AlergicoalFango # 30 Si. Hoy toca denunciar supuestos enchufes ocurridos entre 2003 y, 2011, o sea, hace entre 22 y 14 años... Qué hace la Guardia Civil investigando en 2025 enchufes de 2003? Pues nada. La siguiente que te roben a ti y ya se pasará. Bueno, de hecho te han robado a ti también, salvo que los bocatas vayan compensando..."|0|0|0|"1"
"925"|"Alguien es tan ingenuo y pensar que este hombre supuestamente defraudó, y que su novia supuestamente no sabía nada?"|0|1|0|"1"
"926"|"Camino de Venezuela, muy socialista todo"|0|1|0|"1"
"927"|"El delincuente este lleva tiempo diciendo muchas cosas y aún no ha acreditado nada. Por otro lado, ha avalado la candidatura de Feijoo en el congreso del PP pueden darle un carguito en el organigrama"|0|1|0|"1"
"928"|"Lo primero que tienen que hacer esos 2 periodistas es empezar a escribir bien. Un niño de 7 años redacta mejor que los 2 periodistas juntos de El País."|0|1|1|"1"
"929"|"@ANNEMANN #439 Cerrar @ ADELE_ # 377 . No sé quién diablos es usted, ni me interesa. Pero lo que queda claro es que es una pagada por el PSoe para incidir en las redes, pues una persona normal, sin sueldo, no da tanto la tabarra con el mismo tema y misma tendencia que usted. Cambie de nick o déjenos ya en paz, por favor. Pues claro, todos los que no piensan como usted están pagados por el PSOE, Anne. Qué demócrata es usted, qué barbaridad."|0|1|0|"1"
"930"|"de momento Aldama ha hablado de fontaneros con nombres y no han tardado tanto en salir,lo triste es que un gobierno no de la cara y nos cuente la verdad"|0|0|0|"1"
"931"|"@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Y del mes de MAyo, el 83% de las nuevas contrataciones son temporales, parciales y fijos discontinuos (The Objective - que para tí será un pseudomedio mientras que El Plural es tu biblia, cuando ayer su director confirmó que publicó sin corroborar eso de la bomba lapa) ... venga, más memeces, sigue ..."|0|1|0|"1"
"932"|"El régimen está podrido"|0|1|1|"1"
"933"|"@Verillas #133 Cerrar @ ADELE_ # 113 teniendo en cuenta lo que hacen con nuestros impuestos, dan cada vez más ganas de defraudar... Pues adelante. Si el emérito y el novio de Ayuso defraudan a Hacienda, usted también. No hay mejor forma de mostrar amor por España."|0|1|1|"0"
"934"|"Bueno, no pasará nada. Si después de robar 800 millones de € en Andalucía algunos condenados no han pisado la cárcel, seguro que Sánchez también se lo arregla. Aunque este sí ha pagado ya la deuda, y loas andaluces no, porque parece que a nadie le interesa pedírsela!!!"|0|0|0|"1"
"935"|"¡Aldama vive, la lucha sigue!"|0|1|1|"1"
"936"|"@El_futuro_ya_paso #42 Cerrar @ N0RL # 5 Hombre... 4 periodistas de El País, el diario independiente de la mañana, dependiente del partido socialista. y los watsapp dependen también del psoe?"|0|1|0|"1"
"937"|"Disculpen a @El_futuro_ya_paso #118 Cerrar @ Nora_93 # 88 Y que sube el SMI para hacer pagar IRPF a más gente, eso también se lo calla @ Segissobre # 63 . Desde que se enteró de que ayer bajó el paro está muy rabioso. Odia España."|0|1|0|"1"
"938"|"La basura sociata subiendo en el escalafón social a base de robos y desfalcos"|1|1|1|"1"
"939"|"@FURILO #314 Cerrar @ andoni1988 # 305 Se nota que no eres rojo, porque no mientes...jijijijijijiji .. rojo verde azul ..pregunta a cualquier gallego por baltar y la diputacion de orense.....o lea sobre el tribunal de cuentas y la coincidencia estadistica de funcionarios con identicos apellidos de altos cargos.esto no va de colores va de enchufes de el PP y PSOE"|0|0|0|"1"
"940"|"@Loren #730 Cerrar Al desprestigio de las instituciones han contribuido muchos jueces y fiscales, nombrados por partidos políticos. Ahora toca desenredar la madeja construida durante muchos años. por qué? Porque los tuyos la están liando parda? Qué esperas de la adjudicatura? Yo, lo que están haciendox y espero juicios justos. No os pongáis ahora a dudar de la separación de poderes, democracia y constitución, antes de preguntaros, y si fuera verdad? No a las religiones no al socialismo"|0|1|1|"1"
"941"|"Que le procese por delitos cometidos cuando no era novio ni nada de Ayuso. Como a cualquiera. Tiembla Psoe."|0|1|1|"1"
"942"|"@conmundo #576 Cerrar Juguemos al juego de la búsqueda del tesoro.....el que encuentre un socialista del poder....limpio y eficiente.... Gana un viaje a santo domingo...allí está el banco de España enterrado en la playa Por favor, no sea usted tan duro con el PP, se lo ruego."|0|0|0|"1"
"943"|"Habrá aprendido ya la mujer del socialista Espadas a usar el wor prefet?por curiosidad,"|0|0|0|"1"
"944"|"Eso sí es degradación"|0|1|0|"1"
"945"|"@toni22 #220 Cerrar Todo esto DA IGUAL. Mientras los pensionistas vean aumentadas sus pensiones año tras año, NO PASA NADA. Sus hijos y sus nietos no podrán tener un sueldo ni una vivienda digna, pero los pensionistas van bien. Entonces, la conclusión, es que sufran hijos y nietos, que los abuelos están bien. España va bien, esa es la conclusión. Y Sánchez lo sabe, por eso hay que revalorizar las pensiones aunque haya que recurrir a más deuda en un momento en que se pagan más impuestos que nunca. vd. Muy listo no es, ¿verdad?"|0|1|0|"1"
"946"|"Pues muy bien, que le juzguen y que pague lo defraudado. pero si son 5 las personas implicadas por qué se habla exclusivamente de una???"|0|1|0|"1"
