chilper463274_24|@ADELE_ #152 Cerrar @ AdPS # 107 Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no. Feijoo ganó las últimas elecciones, dirás que las vuelva a ganar de nuevo y le den los números con VOX(al que todas las encuestas le auguran subidas a pesar de tus ridículos intentos desesperados por desprestigiarlo).
Colectivo|Pues se lleva la neska, 9500 euros mensuales de sueldo extra, aportados por el PSOE, hasta que sea readmitida en 14 meses.
Noticiero|Dice que no tiene ningún cargo en el Psoe para distraer. Eso da igual, lo que importa es si trabaja para el Psoe y si ese partido le paga directa o indirectamente colocándole en alguna empresa. Porque ¿ esta señora de qué vive ? ¿ quién le paga ? Pues eso.
AdPS|@Stopfascismo #154 Cerrar Pero q se supone ha hecho esta señora y cual se supone es la corrupción sanchista?. Por cierto como va el tema judicial de las residencias de Madrid?... No leo noticias por aquí. Y ya ha dado Ayuso explicaciones de quien ha pagado el aticazo en el q vive?.. Eso es lo que pasa cuando sólo te dedicas a leer panfletos sectarios sin contrastar más ... anda porras como está pasando últimamente con demasiados medios afines al mentalista Doctor (ejem) Sánchez, publicando A LO LOCO. A lo mejor el problema es sólo tuyo por no tener una visión más amplia de lo que sucede en el mundo.
ensuyony|Y los votantes del PSOE les seguirán votando porque son de la misma calaña que ellos.
maaypi|@ADELE_ #152 Cerrar @ AdPS # 107 Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no. Vuelve a errar el tiro... Feijoó si gana elecciones... El que las pierde siempre y sólo gobierna por otras circunstancias es el otro, el suyo.
andres72|@228dead #172 Cerrar vaya vaya, ha aparecido el machote aldama con el que te pego leche a la leire al estilo del ruíz mateos porque seguro que la ex fontanera tiene pruebas de sobra para meterle en la trena y que ya no salga más, igual que a varios guardias civiles corruptos, la cosa se pone interesante porque absolutamente siempre las ultraderechas corruptas ppvx son las organizadoras de todas las tramas El Gobierno es una banda de delincuentes, y el PSOE una mafia. Es lo que hay, nos tendremos que aguantar un par de años mas porque a Sanchez no lo sacan de Moncloa ni a rastras.
Adelita_rada|Ah bueno. Pues asunto zanjado, no? Si lo dice ella y su sanchidad dice que no la conoce, pues nada, habra que creerles.
40554|Leire. Denunciame, tienes una cara de rata que no puedes con ella. Nos has estado robando tu sueldo para nada del nuestro que nos hace falta
tienesrazon|@andres72 #176 Cerrar Vivimos en un país donde Aldama tiene mas credibilidad que Sanchez, Ortiz (fiscal general) o Pumpido (presidente del Tribunal Constitucional). Siento verguenza de mi Gobierno, y siento verguenza de la parte de mi país que lo apoya. Lo has clavado y es que es una realidad tangible. Recuerdo que cuando empezó lo de Aldama, cuando salió de la cárcel me refiero, que hicieron varias encuestas y casi el 80% creían a Aldama antes que a Sánchez, incluidos por supuesto muchos votantes del PSOE. Si hicieran ahora una encuesta seguro que ese porcentaje ha aumentado. El problema es que a muchos de los que saben que Sánchez miente no les importa, por ejemplo a los foreros rojos de aquí.
Sealord|@ADELE_ #157 Cerrar @ Sealord # 130 Bueno, tú sí has encontrado el tuyo: actúa todas las noches en una sala de fiestas bajo el nombre de "La Julandra". ¿Es muy masculino? Pues hombre, no. La fontanera del PSOE, el Fresita, buscando a su padre, a ver quién de los 2.000 socialistas se la tiró cuando limpiaba los WC de Ferraz.
andres72|@odoacre #46 Cerrar A todos los rumiantes de alfalfa que estáis en la sede de la PSOE votando negativo a los comentarios, dos años quedan para que perdáis el poder, seais ilegalizados y encarcelados todos los macarras corruptos que estáis arrastrando el nombre de España por el fango. Habrá que estar muy atento, Sanchez ya debe estar planificando el tongo en la elecciones. Sabe que si pierde irá a la carcel.
ElQuePintaLaRaya|@228dead #172 Cerrar vaya vaya, ha aparecido el machote aldama con el que te pego leche a la leire al estilo del ruíz mateos porque seguro que la ex fontanera tiene pruebas de sobra para meterle en la trena y que ya no salga más, igual que a varios guardias civiles corruptos, la cosa se pone interesante porque absolutamente siempre las ultraderechas corruptas ppvx son las organizadoras de todas las tramas Algún atisbo de autocrítica en el PSOE? A esta señora, que igual que Aldama se paseaba por la sede el partido como Pedro por su casa, la conocía alguien o es "esa señora de la que ud me habla"? Alguien se cree lo del libro? Gracias.
Sealord|Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre.
CharlieSheen|Sólo un zurdo se creería que esta iba por libre
tienesrazon|Santiago Segura, espero que estés tomando buena nota de todo lo que está haciendo el sanchismo. Las películas de Torrente ya tienen su buen lugar en la historia del cine, no temas hacer una nueva saga con Sánchez que deje corto a Torrente, no pasa nada, los dos tendrán su espacio en el olimpo cinematográfico. Así que ánimo, que Sánchez te lo ha puesto a huevo.
uno_que_pasaba|@ADELE_ #159 Cerrar @ WILLY_NILLY # 121 Bueno, y seis meses después Mazón todavía no se ha reunido con los familiares de sus 228 víctimas. Oye, él a su ritmo, no lo agobies. y no son sus víctimas, lo son de la derogación del plan hidrológico nacional y no limpiar el cauce de los barrancos.
JohnGallagher|Señores del ejército. Es ahora o nunca. Es el momento. Ustedes tienen armamento, munición, y disciplina militar. Pongan orden. Hagan limpieza. No miren atrás.
uno_que_pasaba|@ADELE_ #159 Cerrar @ WILLY_NILLY # 121 Bueno, y seis meses después Mazón todavía no se ha reunido con los familiares de sus 228 víctimas. Oye, él a su ritmo, no lo agobies. mentira, se ha reunido menos con compromis, la extrema izquierda.
jrafael|Alguna vez los socialistas responden a las preguntas que se les formulan, nunca responden, siempre se van por los cerros de Úbeda.
uno_que_pasaba|@Utopilitologo #160 Cerrar ...y mientras, el homicida por absentismo, el Romeo del Ventorro, sigue aguantando, sigue robando el dinero de las ayudas a sus víctimas. Mazon el ejemplo del Ppero. mentira pilili.
ADELE_|@El_futuro_ya_paso #140 Cerrar Disculpemos a @ ADELE_ # 85, hoy no ha tomado la medicación y... ya ven. Disculpemos, pero no olvidemos pulsar el botón de denunciar. Me rompe el corazón verle así, tan débil. ¡Con lo que ha sido usted! Pero pronto nos dejará, es ley de vida. No, no estoy abriendo una botella de cava, eso es mentira.
Editora|Y sigue en libertad y promocionando un libro! De traca...
andres72|Vivimos en un país donde Aldama tiene mas credibilidad que Sanchez, Ortiz (fiscal general) o Pumpido (presidente del Tribunal Constitucional). Siento verguenza de mi Gobierno, y siento verguenza de la parte de mi país que lo apoya.
uno_que_pasaba|@DerechonaFracasada #58 Cerrar @ tienesrazon # 7 Bochorno es ser obrero y votar a PP o VOX. No dan una a derechas....jooo bochorno tus comentarios, izquierdona fracasada.
JohnM|El PSOE toma a los ciudadanos por idiotas. Normal, porque está acostumbrado a dirigirse a sus votantes.
AdlH|Acordaría en la reunión un trabajo o una paguita en algún sitio público imagino. En la calle no se va a quedar.
228dead|vaya vaya, ha aparecido el machote aldama con el que te pego leche a la leire al estilo del ruíz mateos porque seguro que la ex fontanera tiene pruebas de sobra para meterle en la trena y que ya no salga más, igual que a varios guardias civiles corruptos, la cosa se pone interesante porque absolutamente siempre las ultraderechas corruptas ppvx son las organizadoras de todas las tramas
Pato|@Utopilitologo #137 Cerrar Léase en tu comentario "Fascismo", y ya tiene título el libro. Buena idea. @ Pato # 6 Si, llevas razón, el fascismo también forma parte del sanchismo, no sólo por sus formas autoritarias y manipuladoras, si no el de sus socios, cómplices y amos de Junts, Erc, Bildu y Pnv. Fascismo, golpismo antidemocrático y supremacismo a los que se obedece, justifica y ayuda.
uno_que_pasaba|@DerechonaFracasada #51 Cerrar Bochorno es ser obrero y votar a PP o VOX.... bochorno es ser decente y votar a la izquierda, izquierdona fracasada.
VkUcrania|La que ha liado Abalos, La yenni, Tito Berni, Aldama, Leire la Fontanera, el Hermanisimo, Begoña la licenciada, el Fiscal General, .... etc.. Eso si...os mean encima sociatas y decis que esta lloviendo calentito.
ntl|Parece ser que la Hacienda Foral aplazó la deuda a Hamlyn, como le había pedido a Leire pero estoy segura de que fue pura coincidencia
uno_que_pasaba|@N0RL #49 Cerrar @ DesdeelOeste # 17 decías los mismo cuando Rajoy daba las ruedas de prensa a través de un plasma ? SÍ. Él no sé pero yo lo critiqué.
JohnGallagher|@politicincorret #142 Cerrar @ JohnGallagher # 94 .. aunque suene raro, lleva usted toda la razón. Lo sé. Pero el ejército está acomodado.
Bimbolla|La trama es bestial, no Almodovar en sus mejores tiempos, Leire de piquito de oro a Leire pies pa que os quiero......¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿VAMOS DE CABEZA A LA ¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿Mas absoluta.
Pedro7778|Pero ¿A que anormales pretenden engañar con este sainete?. Sánchez convoque elecciones por su bien y el de todos los españoles.
edu14|Roja de libro
Ockham13|Me veo pagando la edición de la tapadera con cargo al contribuyente... Ya dirán los jueces que son los que tienen que juzgar
ntl|Pues yo sí tengo curiosidad de saber cómo convenció a tanta gente metida en tramas mafiosas con una narcodictadura de que tenía el aval de Cerdán. Mucha curiosidad.
Utopilitologo|...y mientras, el homicida por absentismo, el Romeo del Ventorro, sigue aguantando, sigue robando el dinero de las ayudas a sus víctimas. Mazon el ejemplo del Ppero.
ADELE_|@WILLY_NILLY #121 Cerrar @ Segistobre # 63 Y Sánchez más de 10 días sin decir NI MU...Por cierto, el crecimiento de afiliados no evita que España siga siendo el país de la CE CON MAS PARO... Bueno, y seis meses después Mazón todavía no se ha reunido con los familiares de sus 228 víctimas. Oye, él a su ritmo, no lo agobies.
tienesrazon|@Utopilitologo #137 Cerrar Léase en tu comentario "Fascismo", y ya tiene título el libro. Buena idea. @ Pato # 6 jajajaja, el ridículo del foro, la Paca2, ya empieza con sus absurdeces.
ADELE_|@Sealord #130 Cerrar Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre. Bueno, tú sí has encontrado el tuyo: actúa todas las noches en una sala de fiestas bajo el nombre de "La Julandra". ¿Es muy masculino? Pues hombre, no.
DelPino|Una investigación. Pero los tontos se lo creen, seguro. A tapar el escándalo número 1......9....
VkUcrania|Ayer en 2 horas en Gerraz cerraron el mensaje... miente, miente, miente ..aunque te pillen. Muy Trumpista.
Stopfascismo|Pero q se supone ha hecho esta señora y cual se supone es la corrupción sanchista?. Por cierto como va el tema judicial de las residencias de Madrid?... No leo noticias por aquí. Y ya ha dado Ayuso explicaciones de quien ha pagado el aticazo en el q vive?..
VkUcrania|El socialismo esta podrido...
ADELE_|@AdPS #107 Cerrar @ ADELE_ # 25 Estás demasiado enferma como para meterme contigo como te mereces sin tener después cargo de conciencia. Te has pasado más de lo que nos tienes acostumbrados. Estás denunciada, espero que te cierren de una vez la cuenta (de nuevo). Pues si me la cierran me abriré otra. Pero conseguirá así usted que los franquistas de Vox entren en el gobierno, o que el inútil de Feijóo gane unas elecciones? Eh, no. Escúcheme: no. Otra vez, para dejarlo claro: que no.
Abj|Jajajaja ¿Para decir eso una "comparecencia púbica? Menuda pájara. Venga, está tarde a empezar la redacción del libro, que no se diga. Me temo que tenemos una nueva personaja que va a dar mucho que hablar en esta España nuestra.
tienesrazon|Menos mal que ha estado Aldama para animar el cotarro, jaja. Y además diciendo verdades como templos de grandes, le ha dicho mentirosa, sinvergüenza y que le ha amenazado de muerte, efectivamente, a él y a Balas. La Rosa Nostra es más criminal que ninguna banda de las existentes en Italia o EEUU.
davidc_r|Y que otra cosa iba a decir ???? Como buena seguidora de la secta de pinocho se deber es inmolarse para el líder supremo pueda seguir viviendo a cuerpo de Rey
maaypi|¿Pues está muy claro, no? Aparece vestida de rojo, labios rojos... Mensaje enviado. Sale a hablar, y resulta todas las excusas y explicaciones que da están "misteriosamente" alineadas con los intereses de Moncloa... Blanco y en botella. Esta pinta y mucho, aunque sea por detrás, en la cúpula del partido. Es obvio que la avalan dirigentes más que importantes de este Gobierno y que ni libro ni investigación ni nada de nada. Cloaca.
ADELE_|Disculpen a @El_futuro_ya_paso #118 Cerrar @ Nora_93 # 88 Y que sube el SMI para hacer pagar IRPF a más gente, eso también se lo calla @ Segissobre # 63 . Desde que se enteró de que ayer bajó el paro está muy rabioso. Odia España.
politicincorret|@Nadieespecial #20 Cerrar Jajajajajajajjaja, estos socialistas siguen considerando a sus votantes como auténticos borregos que siguen ciegamente a su perrosanchez y acólitos jajajajajjaja ...es que si fuesen asi no serían votantes socialistas.
uno_que_pasaba|@ADELE_ #25 Cerrar De fondo sonaba el nuevo himno del PP: "Mazoni alegre ahogadooor, laaa bellezaaa de la mueeeerte". Lágrimas de emoción, aplausos. la pastilla que ya estás teniendo alucinaciones y es demasiado pronto para empezar así.
tienesrazon|Leire, se te ha olvidado contarnos lo de tu reunión con la directora de la Guardia Civil en noviembre.
ADELE_|@no_estoy_de_acuerdo #102 Cerrar @ Segistobre # 63 ¿y QUÉ? ESTAMOS COMENTANDO OTRAS COSAS. ¡Eso! ¿A quién le interesa que el paro haya bajado? Es un dato totalmente chavista.
politicincorret|@JohnGallagher #94 Cerrar Cuando más falta hace el ejército para echar a quienes se han instalado en el poder rompiendo todas las normas democráticas y hacer la limpieza pertinenente, menos hacen acto de presencia. ¿Cómo es posible que la única esperanza para España es que esta gente acabe tan peleada que terminen hablando y largando información para hundir a quienes están en el poder? En un país normal, el ejército se habría hecho cargo de la situación y de los votantes. .. aunque suene raro, lleva usted toda la razón.
chemasan65|@AmadoGranell #83 Cerrar @ BochornoPsoes # 5 pues vas a tener que meterte las ganas donde te quepan hasta dentro de 2 años que es cuando toca. Vuestra catadura moral totalmente llena de fango sanchista. Caraduras.
El_futuro_ya_paso|Disculpemos a @ADELE_ #85 Cerrar @ Elandaluzindignado # 53 Claro, es que la gente trabaja. No como los andaluces, que están todo el día durmiendo la siesta. , hoy no ha tomado la medicación y... ya ven. Disculpemos, pero no olvidemos pulsar el botón de denunciar.
AdPS|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Y del mes de MAyo, el 83% de las nuevas contrataciones son temporales, parciales y fijos discontinuos (The Objective - que para tí será un pseudomedio mientras que "El Plural" es tu biblia, cuando ayer su director confirmó que publicó sin corroborar eso de "la bomba lapa") ... venga, más memeces, sigue ...
kije|no merecemos un presidente que enfangue tanto. Sanchez dimision
Utopilitologo|Léase en tu comentario "Fascismo", y ya tiene título el libro. Buena idea. @Pato #6 Cerrar Sanchismo en estado puro, suciedad, mentiras, incompetencia, delitos, chulería y cobardía.
FMD1970|Está señora y sus jefes del PSOE toman al pueblo español por idiotas. Si aún así les siguen votando, será que tienen razón.
AdPS|@Segistobre #61 Cerrar Antena 3 Noticias 24 de mayo de 2018. "El PP ha sido condenado, como persona jurídica. Se trata de la primera condena a un partido político como responsable civil en el lucro obtenido por una trama corrupta, ya que, según la sentencia de la Audiencia Nacional, se produjo "un enriquecimiento ilícito en perjuicio de los intereses del Estado", en tanto que los actos delictivos de la trama "produjeron beneficios económicos cuantificables al PP". Pues espérate que el PSOE de Sánchez ha pedido que le sujeten el cubata ... a ver cuales serán los titulares cuando les toque pasar ante un togado ...
uno_que_pasaba|@ADELE_ #84 Cerrar @ Mary_Laskas # 66 ¿Y la hombría del padre de Mary dónde está? ¿Por qué todos en el barrio lo llamaban "Carlota"? ¿No es un poco raro? ¿Qué está pasando? tú no eres todo el barrio, a ver cuándo te enteras. Ah, y el gugugugui eres tú, que oyes voces en tu cabeza. Supongo que cuando pasas tanto tiempo sola es lo normal.
FURILO|Ella no recibió ordenes de nadie, salvo de Ayuso........jijijijiji. al final echa la culpa al Juez Peinado....jijijiji
ensuyony|Cómo no tenía nada que hacer la señora pues se dedicó a ver como me cargo a la UCO, increíble.
FURILO|Periodista de investigacion, que tienen mando en fiscales para que vayan a Dubai? jijijijiji.........Habra que seguir trabajando.......agur!
Sealord|Ya está por aquí el Fresita, ahora se llama Adele, cuando se la meten le duele. Todavía no ha encontrado a su padre.
tienesrazon|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Segis, ¿saludaste ayer a Leire en Ferraz?, ¿vas a ser tú el que la sustituya?. O quizás ya eres un fontanero de Sánchez, no me extrañaría nada.
uno_que_pasaba|@ADELE_ #85 Cerrar @ Elandaluzindignado # 53 Claro, es que la gente trabaja. No como los andaluces, que están todo el día durmiendo la siesta. ¿Lo dices por Chiqui Montero alias mopongo, por la PSOE de los EREs, los sindicatos come gambas y sus múltiples liberados?
NormaDin|@Yoopinotuopinaselopina #78 Cerrar @ Riskas # 4 pues habrá gente que se trague el relato sin pensar. No lo dudes. La tía es buena hablando, hay que reconocerselo. El tema mártir lo borda. El relato no resiste una segunda pensada, pero muchas gente no se molesta será buena leyendo. Lo pongo en condicional.
Tomasone|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Y?
guitarrero|Las tragaderas del votante socialista... eso sí que daría material para escribir, no un libro, sino toda una enciclopedia.
elneuras|@mercurio1 #77 Cerrar Es normal,la política es así en todos los partidos.Digo yo que cuando hay una rotura de tuberías en una casa se llama al fontanero,o acaso los del PP no tienen fontaneros? Ya. Y tú más!! Buena argumentación.
NormaDin|Menuda elementa. Perfecta radiografía de la manipulación suciata. Asín llegaron. Asín permanecieron. Asín no se van.
Tomasone|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Y?
WILLY_NILLY|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. Y Sánchez más de 10 días sin decir NI MU...Por cierto, el crecimiento de afiliados no evita que España siga siendo el país de la CE CON MAS PARO...
tienesrazon|Que raro que no haya dicho nada de su reunión en noviembre con la directora de la Guardia Civil.
Mary_Laskas|@Elandaluzindignado #53 Cerrar Últimamente a los bots rojillos os tienen trabajando a tope, votando negativo a cualquiera que critique a la PSOE. Sí. Y además metiendo noticias que no tienen nada que ver con esta de la "Luigi de Ferraz". Vea, vea al tal Segistobre, amo del sobre: @Segistobre #61 Cerrar Antena 3 Noticias 24 de mayo de 2018. "El PP ha sido condenado, como persona jurídica. Se trata de la primera condena a un partido político como responsable civil en el lucro obtenido por una trama corrupta, ya que, según la sentencia de la Audiencia Nacional, se produjo "un enriquecimiento ilícito en perjuicio de los intereses del Estado", en tanto que los actos delictivos de la trama "produjeron beneficios económicos cuantificables al PP".
El_futuro_ya_paso|@Nora_93 #88 Cerrar @ Segistobre # 63 informaté un poquito, el gobierno ha puesto a cotizar a todos los estudiantes en prácticas de FP, los datos de cotizantes son tan falsos como las encuestas del CIS. Gobierno de mentirosos. Y que sube el SMI para hacer pagar IRPF a más gente, eso también se lo calla @Segissobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones.
MarcoAurelio|Yo jamás le compraría un coche de segunda mano a esta mujer, en realidad no le compraría nada. ¿Vosotros si?.
baldosinho|Y cuando llegue al juzgado va hacer lo mismo, pues como le retiren el pasaporte y la hagan comparecer cada 15 días.,,
FURILO|Dice que es periodista de investigacion y resulta que manda fiscales a Dubai.....si señor, asi me gusta!! jijijijij
no_estoy_de_acuerdo|@Segistobre #61 Cerrar Antena 3 Noticias 24 de mayo de 2018. "El PP ha sido condenado, como persona jurídica. Se trata de la primera condena a un partido político como responsable civil en el lucro obtenido por una trama corrupta, ya que, según la sentencia de la Audiencia Nacional, se produjo "un enriquecimiento ilícito en perjuicio de los intereses del Estado", en tanto que los actos delictivos de la trama "produjeron beneficios económicos cuantificables al PP". Descubierto uno de los mil "asesores" de Moncloa.
Diego_Valle_Cia|Que VERGÜENZA con mayusculas. Como es posible que aun haya gente tan enamorada de "el guapo" que aun no vea la clase de mentiroso egolatra enfermizo que es?
tienesrazon|@mercurio1 #77 Cerrar Es normal,la política es así en todos los partidos.Digo yo que cuando hay una rotura de tuberías en una casa se llama al fontanero,o acaso los del PP no tienen fontaneros? ¿Ya estás justificando las extorsiones de la Rosa Nostra?, vaya tela.
AdPS|@onbekende #29 Cerrar SIMPLEMENTE HA LEIDO LA NOTA QUE AYER LA ENTREGO SANTOS CERDAN...sabe que su unica salida es llevase bien con el gobierno, que es el que puede decir a la Fiscalia que mire para otro lado, puede indultarla, amnistiarla, o darla unos buenos dineros para que se jubile... PERO CAERA, COMO CAERAN EL PSICOPATA Y SU BANDA Esta señora es esa típica fanática de algo que pasa por todo aunque sea que la echen sin compensación alguna, porque ella lo verá como algo necesario para que el partido no tenga perjuicio alguno. Una tarada de manual.
Paisdeandovas|A que esperan para meterla en la trena
PanteraRosa|@bernardodotis #62 Cerrar Los capos de la PEOR de han dado garantías de impunidad. Si hemos librado a Chaves y Griñán de una sentencia firme del Supremo tras malversar 700 millones, si libramos a los golpistas con indultos y amnistía, no te vamos a librar y proteger a ti? El argumento es de peso, la cuestión es cómo hemos llegado a este punto y si podemos afirmar que España sigue siendo un Estado de derecho. España no es un estado de derecho democrático lo dejo de ser en 2018. Es una dictadura
Utopilitologo|"Policias y especies patrioticas del sub suelo de Génova" Ejemplar tapa blanda. Ediciones Billy el niño.
AdPS|@ADELE_ #25 Cerrar De fondo sonaba el nuevo himno del PP: "Mazoni alegre ahogadooor, laaa bellezaaa de la mueeeerte". Lágrimas de emoción, aplausos. Estás demasiado enferma como para meterme contigo como te mereces sin tener después cargo de conciencia. Te has pasado más de lo que nos tienes acostumbrados. Estás denunciada, espero que te cierren de una vez la cuenta (de nuevo).
Sealord|Esta es la manipuladora de las elecciones generales del voto por correo: al servicio de la mafia socialista.
Chamval|@Segistobre #61 Cerrar Antena 3 Noticias 24 de mayo de 2018. "El PP ha sido condenado, como persona jurídica. Se trata de la primera condena a un partido político como responsable civil en el lucro obtenido por una trama corrupta, ya que, según la sentencia de la Audiencia Nacional, se produjo "un enriquecimiento ilícito en perjuicio de los intereses del Estado", en tanto que los actos delictivos de la trama "produjeron beneficios económicos cuantificables al PP". leíste luego la sentencia corregida? ¿¿
Melvin_Udall|Rueda de prensa bolivariana donde la artista de las cloacas dice lo que le da la gana y no da explicaciones. No sé a qué van los periodistas a semejante circo.
40554|Leire. Como te has dado de baja VOLUNTARIA del PSOE , ahora tendrás que buscar trabajo en un periódico. Cuando lo consigas dinos que periódico es para no comprarle
no_estoy_de_acuerdo|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. ¿y QUÉ? ESTAMOS COMENTANDO OTRAS COSAS.
Goligo|Españoles, dónde queda vuestra dignidad? Un país que un día gobernó el mundo... saquen a esta basura a patadas de vuestro país. No pensáis acaso en vuestros hijos y nietos? Encima que tenéis una dictadura os la cobran a precio de democracia. No podéis mirar hacia otro lado.
Sealord|Había hasta fontaneros del PSOE infiltrados de incógnito para comprobar que la fontanera Leire Díez dijera lo que el PSOE le había dicho que dijera. Estaba mintiendo, se la notaba por que estaba temblando como un flan.
55manu|De ello le va el finiquito bien abultado y la posibilidad de ser enchufada,en alguna de las empresas mas punteras del pais, que estan buscando talentos.
Fractal|Como decía la canción de Celtas Cortos: cuéntame un cuento y verás qué contento me voy a la cama y tengo lindos sueños.
ADELE_|@finano #18 Cerrar Vaya cara dura!!!! ELECCIONES No, elecciones todavía no, los cadáveres de Mazón todavía están calientes. Esperemos unos meses.
todoxespana|Claramente pactado. Si no de qué iba a suponer que puede volver a ser militante de esa mafia. Dirigentes burdos, militantes zafios, votantes estúpidos, el resumen de esa banda
Finsalcap|Me suena a un discurso de pseudomedio muy plural
JohnGallagher|Cuando más falta hace el ejército para echar a quienes se han instalado en el poder rompiendo todas las normas democráticas y hacer la limpieza pertinenente, menos hacen acto de presencia. ¿Cómo es posible que la única esperanza para España es que esta gente acabe tan peleada que terminen hablando y largando información para hundir a quienes están en el poder? En un país normal, el ejército se habría hecho cargo de la situación y de los votantes.
WILLY_NILLY|El " espectáculo" que está dando España con éste gobierno de MAFIA, al mundo entero, será recordado e incluso enseñado, en las asignaturas de ciencias políticas, sobre cómo se puede llegar a degradar un gobierno y sus instituciones, sin que pase NADA...
BeOk|Que espectáculo más vergonzoso, en la línea de los que nos gobiernan. Lamentable.
urban57|La misma credibilidad que Sánchez. Ahí lo dejo.
AdPS|@N0RL #49 Cerrar @ DesdeelOeste # 17 decías los mismo cuando Rajoy daba las ruedas de prensa a través de un plasma ? Yo, SI
BertaS|Los periodistas deberían levantarse e irse
Nora_93|@Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones. informaté un poquito, el gobierno ha puesto a cotizar a todos los estudiantes en prácticas de FP, los datos de cotizantes son tan falsos como las encuestas del CIS. Gobierno de mentirosos.
tienesrazon|@Kheops #24 Cerrar Bueeenooooo! Los foreros mamporreros a sueldo del PSOEz y sus granjas de bots ya han invadido esta noticia. Ahora, les cuesta su trabajo y su dinero, tienen que estar aquí adrede todos los días intoxicando y manipulando las valoraciones, éso es un recurso humano que les cuesta una pasta, lo que pasa es que en Ferraz si de algo van sobrados es de dinero, los millones que nos roban ni se sabe. Pero vamos, que el tiempo que están aquí pico y pala no lo usan para otras maldades. Y total, que no sé qué creen que consiguen, ¿convencernos a los lectores de este medio para que votemos al PSOE?, jajajaja. Si lo único que consiguen es que odiemos más a Sánchez.
salfuman|No se que tiene que ver la fontanera con esto. En cualquier caso, eso es mérito del gobierno o de los empresarios y autónomos que siguen contratanso a pesar de todas las trabas que el gobierno pone? @Segistobre #63 Cerrar El crecimiento del número de afiliados a la Seguridad Social en tan solo un mes ha sido de casi 200.000 hasta alcanzar los 21,8 millones.
ADELE_|@Elandaluzindignado #53 Cerrar Últimamente a los bots rojillos os tienen trabajando a tope, votando negativo a cualquiera que critique a la PSOE. Claro, es que la gente trabaja. No como los andaluces, que están todo el día durmiendo la siesta.
ADELE_|@Mary_Laskas #66 Cerrar La pantomima esta sociata no tiene nombre. A ver si para el año que viene, alguna chirigota gaditana toma nota. Mientras tanto... ¿alguien sabe dónde está Falconetti, el llorica enamorado? ¿Está con Adele, frenillo de Menguele en el Parador de Gredos? ¿Está en el Peugeot camino de Algeciras? ¿Está en República Dominicana abriendo sucursales de saunas en honor a su suegro? ¿Y la hombría del padre de Mary dónde está? ¿Por qué todos en el barrio lo llamaban "Carlota"? ¿No es un poco raro? ¿Qué está pasando?
AmadoGranell|@BochornoPsoes #5 Cerrar Realmente nos toman por no listos. Que ganas de votar. pues vas a tener que meterte las ganas donde te quepan hasta dentro de 2 años que es cuando toca.
Jivino|Menudo circo ajajaja.. está señora y sus jefes..se creen que todos nacidos ayer ..... A denigrado la profesión periodista... qué circo ...
Yoopinotuopinaselopina|@Lipglosmulticolor_ #12 Cerrar Alguien esperaba otra cosa que no fuera mentir. The Times' acusa al Gobierno de alimentar el bulo de la bomba lapa contra Sánchez. El periódico británico señala que los ministros «se niegan a retirar la acusación (...) a pesar de estar basada en una noticia falsa». Si son capaces de seguir mintiendo y recurriendo a su relato... Pues ...más de lo mismo con la fontanera de las cloacas de Ferraz hasta la Moncloa. Y quien diga lo contrario, bulo y fango y el rodillo inquisidor de quién habita en la Moncloa. y luego la "periodista de investigacion" dice hoy que sacar cosas de contexto para atacar a alguien es intolerable. Como siempre, doble rasero
