Pep3z|Así que han mentido¿ que novedad en la prensa de izquierdas , y encima hablan de bulos.
Frantic2|@BELASTEGI #130 Cerrar OTRAS VERSIONES: Este viernes los cuatro periodistas de El País citados como testigos en la causa contra el fiscal general del Estado por un delito de revelación de secretos han ratificado ante el juez Hurtado que les llegó el contenido del correo con la confesión del novio de Ayuso de fuentes diferentes a la Fiscalía General del Estado, y que dicha información la obtuvieron durante la mañana del 12 de marzo de 2024, más de 24 horas antes de que el mail le llegara al fiscal general. el CONTENIDO no es el CORREO. Lo que se investiga es si los conocedores del correo que filtraron el contenido, tambien filtraron el correo. No es muy dificil de entender.
Luisro|Tan solo obedecen la voz de su amo.
BELASTEGI|OTRAS VERSIONES. Cuatro periodistas de 'El País' han asegurado en el Tribunal Supremo que sabían que Alberto González Amador ¿pareja de la presidenta madrileña, Isabel Díaz Ayuso¿ tenía intención de reconocer dos delitos fiscales a cambio de un pacto con la Fiscalía antes de que lo supiera el fiscal general del Estado, Álvaro García Ortiz. También han manifestado que dicha información no la obtuvieron de la Fiscalía General del Estado, sino de fuentes fiscales vinculadas al Tribunal Superior de Justicia de Madrid.
lerougeetlenoir|@Segistobre #66 Cerrar La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto a ver iluminati...untàis con el dinero de todos, todo lo q se menea. No conocèis la vergüenza. Ve a por el pienso anda
VkUcrania|@ElVentorro #110 Cerrar Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 31 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto . Parece que la que va ir palante es la fiscal de Madrid que acusó al FG Tu crees? Tenian los 4 periodistas el email famoso? No? .. entonces cuidado que os mean encima y decis que llueve. Muy socialista.
BELASTEGI|OTRAS VERSIONES DE LA NOTICIA. Los redactores de El País aseguran que se enteraron por fuentes vinculadas al TSJM y ratifican ante el juez el acta notarial con los mensajes y correos intercambiados con el abogado de González Amador sobre el caso
ADELE_|"El Retiro cierra a partir de las 18.00 por rachas de viento y altas temperaturas el día de la inauguración de la Feria del Libro Según el último boletín extraordinario de la Aemet para la capital, se esperan rachas que alcanzarán máximos de 55 km por hora". Bueno, menos mal que en Madrid hacen caso a la AEMET. No como Mazón, que pasó mogollón.
lerougeetlenoir|Esto es el socialismo. El abogado del estado al servicio de la causa, SU causa. El fiscal lo mismo... separaciòn de poderes y seguridad jurìdica. Como para creer en la m de justicia de esta pseudodemocracia
VkUcrania|@MenosLamentoyMasAccion #129 Cerrar @ Chozo # 114 así es. En éste panfleto político, manda la comunidad de Madrid y luego ordena el correveidile de Ferraz, es realmente un medio político. Jamás publican noticias que dañen o puedan dañar a la presidencia de la comunidad de Madrid. Lo de hoy con el responsable de seguridad de la Consejería de Sanidad madrileña, es realmente grave. El director ha recibido orden de no publicar la noticia y por eso no aparece ni abajo ni en pequeñito, como siempre suelen publicar lo que no les favorece. Ésto es una patraña de medio. Entiendo que hablar del El Pais.
ElVentorro|@cmabcn #128 Cerrar @ ElVentorro # 110 lea. Hablan del correo que reconocen no habían visto. Para publicar un email no hace falta contrastar nada. Por eso llamaban a todo el mundo. He leído muy bien
tienesrazon|@Alobope #126 Cerrar @ Pep3z # 1 pues se ve que han mentido los del Elmundo y encima el mismo día donde nos hemos enterado que Silvia intxaurrondo les ha ganado el juicio por la mentira que publicaron sobre su sueldo! jajajaja, los rojos mentís más que respiráis, los 4 periodistas han reconocido que no tenían el email antes que García Ortiz, así que el corrupto Fiscal General va palante por revelación de secretos.
TitoBerni|Es normal. forman parte del engranaje de la misma máquina de corrupción. Todos a una: que hay que seguir saqueando a los españoles y ellos son unos mandaos.
ADELE_|Pues me gusta cómo El Mundo ha manipulado este titular, no sé. Desgraciadamente Frutona tictac, es inevitable.
ADELE_|@Detergente #120 Cerrar ¿ De quien depende el diario El País ? Pues eso Pues El Mundo no depende de nadie, es un diario indepenjjajajaja, me entra la risa al escribirlo.
tienesrazon|Los 4 periodistas han reconocido que no tenían el email antes que García Ortiz, pero dicen que conocían la información, bueno ¿y qué?, como si conocen la lista de los reyes godos, ¿lo publicaron?. Ya dijo el juez que poco habían aportado y tiene más razón que un santo, ¿qué tiene que ver éso con la revelación de secretos y su publicación que hizo el corrupto Fiscal General de Sánchez?. Si lo hubieran publicado sería otra cosa, así solo es un intento burdo de defender a su corrupto Fiscal General.
BELASTEGI|OTRAS VERSIONES: Este viernes los cuatro periodistas de El País citados como testigos en la causa contra el fiscal general del Estado por un delito de revelación de secretos han ratificado ante el juez Hurtado que les llegó el contenido del correo con la confesión del novio de Ayuso de fuentes diferentes a la Fiscalía General del Estado, y que dicha información la obtuvieron durante la mañana del 12 de marzo de 2024, más de 24 horas antes de que el mail le llegara al fiscal general.
MenosLamentoyMasAccion|@Chozo #114 Cerrar @ Jicosa # 97 El que paga manda y Ayuso tiene a Manso cogido un poquito por encima de las zapatillas porque es muy bajito. Como su ética periodística. así es. En éste panfleto político, manda la comunidad de Madrid y luego ordena el correveidile de Ferraz, es realmente un medio político. Jamás publican noticias que dañen o puedan dañar a la presidencia de la comunidad de Madrid. Lo de hoy con el responsable de seguridad de la Consejería de Sanidad madrileña, es realmente grave. El director ha recibido orden de no publicar la noticia y por eso no aparece ni abajo ni en pequeñito, como siempre suelen publicar lo que no les favorece. Ésto es una patraña de medio.
cmabcn|@ElVentorro #110 Cerrar Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 31 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto . Parece que la que va ir palante es la fiscal de Madrid que acusó al FG lea. Hablan del correo que reconocen no habían visto. Para publicar un email no hace falta contrastar nada. Por eso llamaban a todo el mundo.
Chozo|@Detergente #120 Cerrar ¿ De quien depende el diario El País ? Pues eso ¿De quien depende el diario El Mundo? Pues eso.
Alobope|@Pep3z #1 Cerrar Así que han mentido¿ que novedad en la prensa de izquierdas , y encima hablan de bulos. pues se ve que han mentido los del Elmundo y encima el mismo día donde nos hemos enterado que Silvia intxaurrondo les ha ganado el juicio por la mentira que publicaron sobre su sueldo!
tienesrazon|@jrpferrari #119 Cerrar Los 4 periodistas han ratificado que lo conocían antes del tema Fiscal General del Estado. Titular bochornoso para consumo interno de vuestros ultras!! Los 4 periodistas han reconocido que no tenían el email antes que García Ortiz, el email que filtró el corrupto Fiscal General de Sánchez.
italdoc5|@jrpferrari #119 Cerrar Los 4 periodistas han ratificado que lo conocían antes del tema Fiscal General del Estado. Titular bochornoso para consumo interno de vuestros ultras!! Y yo me lo creo!!
TXILIWILLY|@Pep3z #1 Cerrar Así que han mentido¿ que novedad en la prensa de izquierdas , y encima hablan de bulos. A qué se refiere usted?
Alobope|El día que sabemos que Elmundo mintió con el sueldo de intxaurrondo y que le han ganado el juicio, el mundo vuelve a mentir! Toman a sus lectores por un rebaño de ovejas.
HOH|AYUSO PALANTE JAJAJA
Detergente|¿ De quien depende el diario El País ? Pues eso
jrpferrari|Los 4 periodistas han ratificado que lo conocían antes del tema Fiscal General del Estado. Titular bochornoso para consumo interno de vuestros ultras!!
gab61926392|@Pep3z #1 Cerrar Así que han mentido¿ que novedad en la prensa de izquierdas , y encima hablan de bulos. el Notario lo certifica. Está al servicio dé Sanchez también?
Zloo3467|Falta comprensión lectora
simple_mind|@Alpiste #13 Cerrar En estos días os están dando a la derechita española hasta en el carnet de identidad si si si. Un trampantojo tras otro. Del equipo de felación sincronizada nada es creíble. Le le le Leire, Le Le Le leire... ya no sabe sanchinflas a que recurrir. Lo mas increíble es cuantisima gente le baila el juego
Raquel20_21|Ningún periodista tenía porqué preguntar por un ciudadano particular y sus temas con Hacienda; si lo hicieron fue porque alguien informó de quién era González Amador (filtrando información con deber de secreto): Marichusma acabará también en el banquillo. Y en cuanto a estos periodistas, no son los únicos de la esfera sanchista: está el Plural, Público, la Vanguardia y alguno más; y además un acta notarial no otorga veracidad al contenido, sólo a quién y cuándo lo ha dicho.
Chozo|@Jicosa #97 Cerrar @ ADELE_ # 85 el que lo cuenta raro es el mundo, que hace todo lo posible por ayudar a Ayuso El que paga manda y Ayuso tiene a Manso cogido un poquito por encima de las zapatillas porque es muy bajito. Como su ética periodística.
Chuloide|@andoni1988 #98 Cerrar @ Chuloide # 86 lo que hecho el juntaletras es manipular la informacion,,,por otra parte en todo caso filtrar una notica ya sabida no tiene sentido bueno. Filtrar comunicaciones oficiales de una abogado con fiscalía, sí lo es. No dimes y diretes. El mail, el original, el de público, la comunicación, no la información. No a las religiones no al socialismo
Chuloide|@ElVentorro #110 Cerrar Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 31 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto . Parece que la que va ir palante es la fiscal de Madrid que acusó al FG muy bien mazón. Que saquen el mail, no las llamadas, el mail que publicó público. No a las religiones no al socialismo
Chozo|Así se retuerce una noticia y se miente a conciencia. El País, donde trabajan esos cuatro periodistas, dice justamente lo contrario. Que los periodistas conocían el "secreto" de González Amador y que no lo publicaron porque el abogado de este no lo contrastó. Pero ya va siendo hora de que muchas lenguas se metan en donde nunca brilla el sol. Las de MAR y la del periodista que firma está noticia entre otras. El Mundo, premio nacional de guiones de fantasía 2025.
ElVentorro|Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 31 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto . Parece que la que va ir palante es la fiscal de Madrid que acusó al FG
ThePipe|las mafias tienen como todas ellas, a sus soldaditos, y estos forman parte de esa putrefacta y radioactiva prensa que todo buen regimen autocratico necesita.
MenosLamentoyMasAccion|@ADELE_ #95 Cerrar ÚLTIMA HORA Se filtran whatsapps de Ayuso a su novio: "Penetras tan bien como defraudas". Ah ,la pasión. jajaja, se la debe meter Dabutti el buen mozo, tanto que de juega la carrera política por el maromo...wow se lo debe pasar a tope la presi!! Jajajaja.
MenosLamentoyMasAccion|@ADELE_ #95 Cerrar ÚLTIMA HORA Se filtran whatsapps de Ayuso a su novio: "Penetras tan bien como defraudas". Ah ,la pasión. jajajaja, bravo! Esa es esencialmente la razón por la que le defiende, ¿si no de qué? Jajajaja
Esgarrasaries|Los periodistas de el país también están investigando para escribir una novela como leire diez!!!!
lombroso|Lo que han dicho es que vino de la fiscslia de Madrid, y esta recibió órdenes, de quien? Del jefe fiscal A que se entiende ahora lechones pelotaros del poder
Stopfascismo|Q hable de Mafia y corrupción el PPartido de los sobresueldos en B, de la sede pagada en B, de Rato, Cascos, Zaplana, Matas, Mato, Soria, Correa, el Bigotes, el Albondiguilla, Costa,Camps, Fabra, González, Granados, Cifuentes, el partido del yak 42 del 11M del Prestigue, de Bárcenas, de la Policía patriótica, de Fernández Díaz, de los paseos con narcos en yate, de Ayuso, de Mazon es como un chiste malo sin gracia
lombroso|@Orate #92 Cerrar Lo que digan estos periodistas es indiferente. Lo determinante es que el juez Hurtado no tiene ninguna evidencia cierta de que el FG fuera el autor de la filtración del mail de Don Novio. ¿Habrá juicio? Seguramente sí, el circo debe continuar ¿Habrá condena? Seguro que no. pelota del poder. No es si el fiscal filtró. Te equivocas. Es si la fiscalia de Madrid filtró por órdenes del general Lo pillas ahora o te lo enseño como a un niño de 3 años jajajaja
JIMA|Cuántos casos como este ocupan espacio en las mesas de los funcionarios de la Agencia Tributaria? Pues ya está; alguien acosa a la CAM.
JIMA|@Zark_7 #58 Cerrar Lo País... Ese diario que pagamos y que salvamos todos los españoles cada vez que está a punto de echar el cierre. El gobierno ha ¿obligado¿ a varias constructoras a invertir en El País. Ya sabe, si pones pasta te quito un marrón. Típico del tirano.
ADELE_|Qué gran éxito ayer la mani de Vox, verdad @El_futuro_ya_paso #94 Cerrar Disculpen a a @ ADELE_ hoy no ha tomado la medicación y... ya ven. ? No, no dé coces y mordiscos, cálmese.
andoni1988|@Orate #92 Cerrar Lo que digan estos periodistas es indiferente. Lo determinante es que el juez Hurtado no tiene ninguna evidencia cierta de que el FG fuera el autor de la filtración del mail de Don Novio. ¿Habrá juicio? Seguramente sí, el circo debe continuar ¿Habrá condena? Seguro que no. pues si sigue creo que deberian denunciarle todos los parlamentario democratas del congreso............pp y vox no lo son y declarar que no acatan lo que este señor instruya como juez
andoni1988|@Chuloide #86 Cerrar @ Segistobre # 66 segis. El mail tío, el mail. No es lo mismo una llamada que publicar el mail....pero sigue con el fisio a ver si te quita el dolor de cuello de mirar a otro lado. No a las religiones no al socialismo lo que hecho el juntaletras es manipular la informacion,,,por otra parte en todo caso filtrar una notica ya sabida no tiene sentido
Jicosa|@ADELE_ #85 Cerrar Qué raro lo cuentan en otros medios: "Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general". No me gusta... el que lo cuenta raro es el mundo, que hace todo lo posible por ayudar a Ayuso
odoacre|@Segistobre #53 Cerrar Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE. por eso la fiscal amiguita de Alvarone decía que habría que publicar la nota "con algo de cianuro"...los rojeras estáis pidiendo a gritos otra guerra civil, y al final, la tendréis.
ADELE_|ÚLTIMA HORA Se filtran whatsapps de Ayuso a su novio: "Penetras tan bien como defraudas". Ah ,la pasión.
El_futuro_ya_paso|Disculpen a a @ADELE_ hoy no ha tomado la medicación y... ya ven.
ADELE_|@Tomasone #50 Cerrar Rogelios, estais desesperados Sabéis wue se acerca el final Los sueños de Tomasón, el hermanísimo.
Orate|Lo que digan estos periodistas es indiferente. Lo determinante es que el juez Hurtado no tiene ninguna evidencia cierta de que el FG fuera el autor de la filtración del mail de Don Novio. ¿Habrá juicio? Seguramente sí, el circo debe continuar ¿Habrá condena? Seguro que no.
jfperolas|Si os paga el gobierno que váis a decir. Yo hace tiempo leía El País pero ya no está contaminado por el impresentable de Sánchez
La_La_Land|Periodistas de Lo Pais ratifican que estan a sueldo del gobierno socialista y que van a seguir dejandose untar lo que haga falta.
ADELE_|ÚLTIMA HORA Por fin se pronuncia Ayuso: "Mi novio puede robar y defraudar todo lo que quiera, pringaos!!!!". Qué subidita está.
ADELE_|@Repartidor #60 Cerrar Silvia Itxaurroja decía esta mañana muy segura de lo que decía, que los periodistas iban a decir que sí tenían el correo con anterioridad. La performance de la Sanchosfera es patética. Pues por lo visto la Audiencia Provincial ha condenado a El Mundo a desmentir los bulos que habían publicado sobre Silvia. Tiemblo de rabia franquista, ¿y usted?
andoni1988|@a6767 #78 Cerrar Bueno. En este caso no pasa nada. Lo que no se es si se han percatado de que la UCO tiene los wsp de Ortiz. A lo mejor los Acusan de perjurio perjurio porque? si tenian la noticia antes de las 33 horas que dicen que la tenia el FGE...donde esta la mentira....................eso si un señor que dice que su abogado no le informo de que se declaraba defraudador dicela verdad ajajaajajajajj
Chuloide|@Segistobre #66 Cerrar La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto segis. El mail tío, el mail. No es lo mismo una llamada que publicar el mail....pero sigue con el fisio a ver si te quita el dolor de cuello de mirar a otro lado. No a las religiones no al socialismo
ADELE_|Qué raro lo cuentan en otros medios: "Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general". No me gusta...
Viavitin|Periodistas comprados, obviamente declaran lo que les diga el capo
Apagon_Sanchez|Sánchez es un corrupto, pero la suya es una corrupción que le gusta a Podemos, a Sumar, a Bildu y al PNV. ¿Y a sus votantes?
Adelita_rada|@N0RL #5 Cerrar Es que no os da vergüenza, ni la tenéis. Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto. NO HAY REVELACIÓN DE SECRETRO ALGUNO. pretendes demostrarnos que los periodistas de lo pais son objetivos con los sociatas???, jajajajajajajajajaja. Y despues me cuentas el de caperucita, cuñaoooo
MenosLamentoyMasAccion|@Segistobre #66 Cerrar La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto como les jode la noticia al facherío recalcitrante. No buscan que se esclarezcan los hechos, buscan el cuello del FGE y el del presidente, son como perros de presa.
Antipajaros|Mienten como bellacos
andoni1988|@Pirulas3 #69 Cerrar @ Moderado # 55 ¿Y por qué no puede ser al reves? @Pirulas3 #69 Cerrar @ Moderado # 55 ¿Y por qué no puede ser al reves? porque este titular esta manipulado y el del pais no,,,,,el pais no dice que los periodistas tenian el email sino qus sabian la noticiay este obvia esa parte
a6767|Bueno. En este caso no pasa nada. Lo que no se es si se han percatado de que la UCO tiene los wsp de Ortiz. A lo mejor los Acusan de perjurio
andoni1988|@7novias #67 Cerrar @ 69000 # 14 Pues, aunque leas esta noticia en EP, seguirás sin comprender mucho... La misma noticia puede ser utilizada por unos u otros según sus intereses... Y el ganado lanar se creerá lo que más le interese creer... ya,pero este titular deja muy mal al que lo ha escrito,,se llama manipulacion informativa
a6767|Periodistas y El País no pueden estar en la misma frase. Se pelean
andoni1988|@Repartidor #60 Cerrar Silvia Itxaurroja decía esta mañana muy segura de lo que decía, que los periodistas iban a decir que sí tenían el correo con anterioridad. La performance de la Sanchosfera es patética. no ha dicho eso...su nivel es infimo...dijo que conocian la noticia 33 horas antes,no que tenian el email
andoni1988|@uno_que_pasaba #8 Cerrar Cuatro periodistas de "el pais" ratifican que ¿Y cómo lo ratifican? con whatsaap enviados entre ellos con fecha y hora
Amanece_que_no_es_poco|@Segistobre #53 Cerrar Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE. ¿Tú qué noticia has leído?
andoni1988|@eaten #30 Cerrar @ N0RL # 5 hombre si no fueran del diario amigo del gobierno tendrían más credibilidad, no crees? mas fiables son los de gonzales amador ajajajajaj
MenosLamentoyMasAccion|@Havane #59 Cerrar @ Detergente # 44 no es una cuestión de quien depende de quien. Los periodistas han remitido al juez, los watsapp que les informaron del pacto de González Amador con Hacienda . no te molestes que es tan zafio el tipo, que no lo va a entender, no pierdas el tiempo.
Havane|@El_futuro_ya_paso #42 Cerrar @ N0RL # 5 Hombre... 4 periodistas de El País, el diario independiente de la mañana, dependiente del partido socialista. y los watsapp dependen también del psoe?
Pirulas3|@Moderado #55 Cerrar Pero si acabo de ver esta misma noticia en El País y dice exactamente lo contrario.... lo de este panfleto es ya de chiste, no se os puede tomar en serio. ¿Y por qué no puede ser al reves?
MenosLamentoyMasAccion|@Moderado #54 Cerrar @ Detergente # 44 De quién depende el bocata de mortadela que te Dan por escribir aqui de mortadela nada chato, de jamón de Jabugo, cosa que tú no has probado en tu vida.
7novias|@69000 #14 Cerrar Creo que algunos no se han leído la noticia y se quedan en el titular de otros periódicos. Esto NO exculpa al FGE. Por favor, leer lo que pone, no lo que crees que pone, según tus intereses. Pues, aunque leas esta noticia en EP, seguirás sin comprender mucho... La misma noticia puede ser utilizada por unos u otros según sus intereses... Y el ganado lanar se creerá lo que más le interese creer...
Segistobre|La misma noticia en otro medio: Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto
andoni1988|a ver el titulo es que no tenian el correo..................y olvidann pero si la informacion
Pirulas3|@N0RL #5 Cerrar Es que no os da vergüenza, ni la tenéis. Cuatro periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso 36 horas antes que el fiscal general La informadores consignaron ante un notario mensajes y llamadas que acreditan que en la mañana del 12 de marzo de 2024 un trabajador de la Fiscalía de Madrid les confirmó que los abogados de González Amador negociaban un posible pacto. NO HAY REVELACIÓN DE SECRETRO ALGUNO. ¿La informadores? El mismo fallo -Y redacción- que Sociolisto en otra noticia. Jajajajajajaja
MenosLamentoyMasAccion|@Segistobre #53 Cerrar Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE. efectivamente, es así desde inicio el caso. Pero son tan inteligentes que les lleva un año de investigación darse cuenta.
jal005|Perjuramos si hace falta. Que somos rojos!!!!
Pirulas3|@Segistobre #53 Cerrar Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE. Sí, Segis. En tu casa también. Ve a declarar, y despues tienes las porritas pagadas...
Repartidor|Silvia Itxaurroja decía esta mañana muy segura de lo que decía, que los periodistas iban a decir que sí tenían el correo con anterioridad. La performance de la Sanchosfera es patética.
Havane|@Detergente #44 Cerrar ¿ De quien depende el diario El País ? Pues eso no es una cuestión de quien depende de quien. Los periodistas han remitido al juez, los watsapp que les informaron del pacto de González Amador con Hacienda .
Zark_7|Lo País... Ese diario que pagamos y que salvamos todos los españoles cada vez que está a punto de echar el cierre.
Gino|Periodistas de El País, pero lo dicen en serio, hombre que pregunten a La Sexta, seguro que lo corroboran.
lombroso|No se informaron del Fiscal General, claro, pero si de la fiscalia de Madrid que recibió las instrucciones del.primero
Moderado|Pero si acabo de ver esta misma noticia en El País y dice exactamente lo contrario.... lo de este panfleto es ya de chiste, no se os puede tomar en serio.
Moderado|@Detergente #44 Cerrar ¿ De quien depende el diario El País ? Pues eso De quién depende el bocata de mortadela que te Dan por escribir aqui
Segistobre|Parece que el pacto del defraudador confeso lo conocía ya toda España antes que el FGE.
Zark_7|La de charlotadas socialistas que vamos a ver en las próximas semanas y meses para intentar salvar el pellejo...
Serra43|Serrano43 Mal final salvarán al fiscal general,aunque sea mintiendo ante la justicia.Que más da todo queda en casa.Es el país y ya sabemos quien lo dirige.
Tomasone|Rogelios, estais desesperados Sabéis wue se acerca el final
Disfrute|de los wuassap de un antiguo capitán de la UCO, q trabaja ahora en temas de seguridad para la comunidad de Madrid, barajando el poner una bomba lapa al presidente Sánchez, algún comentario?
Jed|@Stopfascismo #15 Cerrar @ Jed # 6 no amigo eso es a lo q juegan ustedes a enfangar y difamar pq sus terminales mediáticas todo lo blanquean. El FGE no reveló ningún secreto pq ya se sabia es así de sencillo. Y toda esta causa es una engañifa juridica para vender el titular del FGE imputado la degradación de las instituciones la corrupción sanchista y las soflamas de la derecha de este país ante un gobierno q gobierna bien y una oposición q no hace nada y q por tanto solo así puede competir. No hay causa como no hay causa contra la mujer del Presidente y como no hay causa contra el hermano del presidente pq es un insulto a la inteligencia q se diga q se creo un puesto ad hoc para el hermano de un nadie q era lo q era Pedro Sanchez en la fecha de aquellos hechos. Ay Stopfascismo cuando te des cuenta de que el fascismo contra el que quieres luchar en realidad lo practican aquellosna los que intentas defender...
GualDisney|Periodista y Lo País = oxímoron
Segistobre|Periodistas de EL PAÍS ratifican ante el juez que conocieron el pacto que buscaba la pareja de Ayuso antes de que lo reclamara el fiscal general. El juez ofrece a un periodista que aporte más mensajes que acreditan que sabía que González Amador aceptaba admitir los delitos y pagar una multa.
uno_que_pasaba|@N0RL #33 Cerrar @ pidoturno # 24 antes de pasar por la fiscalía, vuelve a la escuela. vuelve tú @Utopilitologo #32 Cerrar Todos los medios, todos desmienten este BULO. mentira, los miembros de opinión sincronizada, Cuca, no mientas ¿Ya leíste Theo va a la escuela? Venga, si tiene dibus chuliguais.
Detergente|¿ De quien depende el diario El País ? Pues eso
CROSSRN|Es como una baja maternal, volverá con mejor colocación
HighHopes|Los Psoeprano. Tal cual.
Sulrog|Lo de ayer en ferraz fue como si un mafioso cualquiera fuera a una reunión de la mafia a explicar que hizo SU trabajo para mayor gloria de Al Capone. El psoe, o cualquier partido como hizo Mas Madrid con Errejon, puede hacer lo que quiera como montar una investigacion bananera pero ESO no sirve para nada y como con Errejon al final el tipo de turno salio blanqueado. Si quieren investigar como alguien uso las instituciones publicas de fiscalia y abogados del estado para conseguir informacion para DESTRUIR otro organismo publico como es la guardia civil el UNICO camino es DENUNCIARLO a la justicia ¿quien se creen los partidos nombrandose con instructores de algo legal? El problema es que en el psoe NO saben que juez les tocara porque por la parte fiscal no hay problemas con el fiscal general arrodillado al comunismo
Madison|Leire "pa alante", usando la jerga de su amigo Óscar López del PSOE. Esperemos que a Leire la sigan el resto de corruptos, empezando por el jefe.
ADELE_|Una de mis mejores decisiones fue no leer ni responder los comentarios de unoquepasTaba. Al principio lo hacía, pero después entendí su discapacidad y vi que no tenía ningún sentido. Y además nadie le responde.
pilarcardiel|Se resume en pan y circo. Solamente contemplan su ombligo y cómo perpetuarse en el poder. Mientras los problemas reales, los que nos afectan a los ciudadanos de a pié nos los comemos los ciudadanos día tras día, tras día. Recientemente una venezolana me comentaba con tristeza que no podía dar crédito que estuviese viviendo el mismo proceso que vivió en su país de nacimiento diecisiete años atrás.
Madison|Vean Horizonte, en la Cuatro. Flipante la trama que tiene montada el PSOE. Que se haya destapado lo de Leire, no hace más que confirmar todo lo que los periodistas de verdad, han descubierto.
Madison|El nombre de Leire Díez ya lo dio Víctor de Aldama en el programa de Ana Rosa hace meses. Esta señora y el PSOE pueden decir misa pero todos sabemos que negociaba en nombre de los de arriba. Ahora que diga misa si quiere pero no puede tapar la verdad. El PSOE se ha convertido en una mafia al servicio de capo Sánchez, eso es innegable y todo lo que están haciendo para llevarse por delante a jueces y a la UCO es delito.
mazgi31|¿Baja voluntaria temporal, no definitiva. Esto tiene un nombre...?
I_like_fruit|¿La baja voluntaria, dice? Jajajajajajajajajajajajajajaja Claro que sí, guapi
